loss tensor(3.3409, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39154.1797, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39157.6875, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39161.1953, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39164.7031, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39168.2109, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39171.7188, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39175.2266, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39178.7344, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39182.2422, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39185.7500, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39189.2578, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39192.7656, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39196.2734, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39199.7812, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39203.2891, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39206.7969, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39210.3047, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39213.8125, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39217.3203, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39220.8281, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39224.3359, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39227.8438, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39231.3516, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39234.8594, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39238.3672, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39241.8750, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39245.3828, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39248.8906, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39252.3984, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39255.9062, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39259.4141, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39262.9219, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39266.4297, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39269.9375, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39273.4453, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39276.9531, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39280.4609, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39283.9688, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39287.4766, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39290.9844, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39294.4922, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39298., device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39301.5078, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39305.0156, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39308.5234, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39312.0312, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39315.5391, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39319.0469, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39322.5547, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39326.0625, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39329.5703, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39333.0781, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39336.5859, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39340.0938, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39343.6016, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39347.1094, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39350.6172, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39354.1250, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39357.6328, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39361.1406, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39364.6484, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39368.1562, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39371.6641, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39375.1719, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39378.6797, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39382.1875, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39385.6953, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39389.2031, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39392.7109, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39396.2188, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39399.7266, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39403.2344, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39406.7422, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39410.2500, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39413.7578, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39417.2656, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39420.7734, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39424.2812, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39427.7891, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39431.2969, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39434.8047, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39438.3125, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39441.8203, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39445.3281, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39448.8359, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39452.3438, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39455.8516, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39459.3594, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39462.8672, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39466.3750, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39469.8828, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39473.3906, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39476.8984, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39480.4062, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39483.9141, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39487.4219, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39490.9297, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39494.4375, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39497.9453, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39501.4531, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39504.9609, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39508.4688, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39511.9766, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39515.4844, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39518.9922, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39522.5000, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39526.0078, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39529.5156, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39533.0234, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39536.5312, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39540.0391, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39543.5469, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39547.0547, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39550.5625, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39554.0703, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39557.5781, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39561.0859, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39564.5938, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39568.1016, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39571.6094, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39575.1172, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39578.6250, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39582.1328, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39585.6406, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39589.1484, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39592.6562, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39596.1641, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39599.6719, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39603.1797, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39606.6875, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39610.1953, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39613.7031, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39617.2109, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39620.7188, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39624.2266, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39627.7344, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39631.2422, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39634.7500, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39638.2578, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39641.7656, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39645.2734, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39648.7812, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39652.2891, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39655.7969, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39659.3047, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39662.8125, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39666.3203, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39669.8281, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39673.3359, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39676.8438, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39680.3516, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39683.8594, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39687.3672, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39690.8750, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39694.3828, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39697.8906, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39701.3984, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39704.9062, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39708.4141, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39711.9219, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39715.4297, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39718.9375, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39722.4453, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39725.9531, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39729.4609, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39732.9688, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39736.4766, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39739.9844, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39743.4922, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39747., device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39750.5078, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39754.0156, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39757.5234, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39761.0312, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39764.5391, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39768.0469, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39771.5547, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39775.0625, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39778.5703, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39782.0781, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39785.5859, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39789.0938, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39792.6016, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39796.1094, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39799.6172, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39803.1250, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39806.6328, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39810.1406, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39813.6484, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39817.1562, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39820.6641, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39824.1719, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39827.6797, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39831.1875, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39834.6953, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39838.2031, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39841.7109, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39845.2188, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39848.7266, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39852.2344, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39855.7422, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39859.2500, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39862.7578, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39866.2656, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39869.7734, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39873.2812, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39876.7891, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39880.2969, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39883.8047, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39887.3125, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39890.8203, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39894.3281, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39897.8359, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39901.3438, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39904.8516, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39908.3594, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39911.8672, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39915.3750, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39918.8828, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39922.3906, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39925.8984, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39929.4062, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39932.9141, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39936.4219, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39939.9297, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39943.4375, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39946.9453, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39950.4531, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39953.9609, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39957.4688, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39960.9766, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39964.4844, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39967.9922, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39971.5000, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39975.0078, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39978.5156, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39982.0234, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39985.5312, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39989.0391, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39992.5469, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39996.0547, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(39999.5625, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40003.0703, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40006.5781, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40010.0859, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40013.5938, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40017.1016, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40020.6094, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40024.1172, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40027.6250, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40031.1328, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40034.6406, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40038.1484, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40041.6562, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40045.1641, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40048.6719, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40052.1797, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40055.6875, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40059.1953, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40062.7031, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40066.2109, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40069.7188, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40073.2266, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40076.7344, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40080.2422, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40083.7500, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40087.2578, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40090.7656, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40094.2734, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40097.7812, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40101.2891, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40104.7969, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40108.3047, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40111.8125, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40115.3203, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40118.8281, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40122.3359, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40125.8438, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40129.3516, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40132.8594, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40136.3672, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40139.8750, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40143.3828, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40146.8906, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40150.3984, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40153.9062, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40157.4141, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40160.9219, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40164.4297, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40167.9375, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40171.4453, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40174.9531, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40178.4609, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40181.9688, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40185.4766, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40188.9844, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40192.4922, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40196., device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40199.5078, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40203.0156, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40206.5234, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40210.0312, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40213.5391, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40217.0469, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40220.5547, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40224.0625, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40227.5703, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40231.0781, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40234.5859, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40238.0938, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40241.6016, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40245.1094, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40248.6172, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40252.1250, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40255.6328, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40259.1406, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40262.6484, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40266.1562, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40269.6641, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40273.1719, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40276.6797, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40280.1875, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40283.6953, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40287.2031, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40290.7109, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40294.2188, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40297.7266, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40301.2344, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40304.7422, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40308.2500, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40311.7578, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40315.2656, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40318.7734, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40322.2812, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40325.7891, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40329.2969, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40332.8047, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40336.3125, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40339.8203, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40343.3281, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40346.8359, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40350.3438, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40353.8516, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40357.3594, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40360.8672, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40364.3750, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40367.8828, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40371.3906, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40374.8984, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40378.4062, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40381.9141, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40385.4219, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40388.9297, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40392.4375, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40395.9453, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40399.4531, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40402.9609, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40406.4688, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40409.9766, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40413.4844, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40416.9922, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40420.5000, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40424.0078, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40427.5156, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40431.0234, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40434.5312, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40438.0391, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40441.5469, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40445.0547, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40448.5625, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40452.0703, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40455.5781, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40459.0859, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40462.5938, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40466.1016, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40469.6094, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40473.1172, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40476.6250, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40480.1328, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40483.6406, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40487.1484, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40490.6562, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40494.1641, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40497.6719, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40501.1797, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40504.6875, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40508.1953, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(40511.7031, device='cuda:0', grad_fn=<AddBackward0>)
